1.6 -0.495
1.6 -0.544
1.6 -0.593
1.6 -0.642
1.6 -0.691
1.6 -0.74
1.6 -0.74
1.60099 -0.771395
1.60394 -0.802667
1.60886 -0.833691
1.61571 -0.864345
1.62447 -0.894508
1.63511 -0.924062
1.64759 -0.95289
1.66185 -0.980877
1.67784 -1.00791
1.69549 -1.03389
1.71474 -1.05871
1.73552 -1.08227
1.75773 -1.10448
1.78129 -1.12526
1.80611 -1.14451
1.83209 -1.16216
1.85912 -1.17815
1.88711 -1.19241
1.91594 -1.20489
1.94549 -1.21553
1.97566 -1.22429
2.00631 -1.23114
2.03733 -1.23606
2.0686 -1.23901
2.1 -1.24
2.1314 -1.23901
2.16267 -1.23606
2.19369 -1.23114
2.22434 -1.22429
2.25451 -1.21553
2.28406 -1.20489
2.31289 -1.19241
2.34088 -1.17815
2.36791 -1.16216
2.39389 -1.14451
2.41871 -1.12526
2.44227 -1.10448
2.46448 -1.08227
2.48526 -1.05871
2.50451 -1.03389
2.52216 -1.00791
2.53815 -0.980877
2.55241 -0.95289
2.56489 -0.924062
2.57553 -0.894508
2.58429 -0.864345
2.59114 -0.833691
2.59606 -0.802667
2.59901 -0.771395
2.6 -0.74
2.6 -0.74
2.6 -0.7132
2.6 -0.6864
2.6 -0.6596
2.6 -0.6328
2.6 -0.606
2.6 -0.5792
2.6 -0.5524
2.6 -0.5256
2.6 -0.4988
2.6 -0.472
2.6 -0.4452
2.6 -0.4184
2.6 -0.3916
2.6 -0.3648
2.6 -0.338
2.6 -0.3112
2.6 -0.2844
2.6 -0.2576
2.6 -0.2308
2.6 -0.204
2.6 -0.1772
2.6 -0.1504
2.6 -0.1236
2.6 -0.0968
2.6 -0.07
2.6 -0.0432
2.6 -0.0164
2.6 0.0104
2.6 0.0372
2.6 0.064
2.6 0.0908
2.6 0.1176
2.6 0.1444
2.6 0.1712
2.6 0.198
2.6 0.2248
2.6 0.2516
2.6 0.2784
2.6 0.3052
2.6 0.332
2.6 0.3588
2.6 0.3856
2.6 0.4124
2.6 0.4392
2.6 0.466
2.6 0.4928
2.6 0.5196
2.6 0.5464
2.6 0.5732
2.6 0.6
